smiles,HOMO (eV),Bandgap (eV),Mw (kg/mol),PCE_ave,value,index
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(C)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3cc(CCCCCC)c(-c5ccc6c(c5)S(=O)(=O)c5cc(-c7sc(C)cc7CCCCCC)ccc5-6)s3)sc2-4)cc1,-0.02,2.36,-0.12,3.81,3.81,423
CCCCCCCCC(CCCCCC)Cn1c(=O)c2cc3c(cc2c2sc(C)cc21)c(=O)n(CC(CCCCCC)CCCCCCCC)c1cc(-c2cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s2)sc31,0.53,1.53,0.25,5.3,5.3,424
CCCCCCCCC(CCCCCC)Cn1c(=O)c2cc3c(cc2c2sc(C)cc21)c(=O)n(CC(CCCCCC)CCCCCCCC)c1cc(-c2cc4c(s2)-c2sc(C)cc2[Si]4(CC(CC)CCCC)CC(CC)CCCC)sc31,-0.02,0.65,-0.49,3.64,3.64,425
CCCCC(CC)Cn1c(=O)c2cc3c(cc2c2sc(C)cc21)c(=O)n(CC(CC)CCCC)c1cc(-c2cc4c(s2)-c2sc(C)cc2[Si]4(CC(CC)CCCC)CC(CC)CCCC)sc31,0.03,0.7,-0.5,3.48,3.48,426
CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2cc3c(cc2c2sc4cc(C)sc4c21)c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c1c2sc(-c4cc5c(OCC(CC)CCCC)c6sc(C)cc6c(OCC(CC)CCCC)c5s4)cc2sc31,0.44,1.92,1.34,5.53,5.53,427
CCCCCCOc1c(OCCCCCC)c(-c2cc3c(s2)-c2cc4sc5cc6c(cc5c4cc2C3(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(C)sc2-6)c2nsnc2c1C,0.3,0.46,-0.57,5.18,5.18,428
CCCCCCCCOc1c(OCCCCCCCC)c(-c2cc3c(s2)-c2cc4sc5cc6c(cc5c4cc2C3(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(C)sc2-6)c2nonc2c1C,0.67,0.51,-0.55,3.29,3.29,429
CCCCCCCCCCOc1c(OCCCCCCCCCC)c(-c2ccc(-c3cc4c(s3)-c3cc5sc6cc7c(cc6c5cc3C4(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)c3cc(C)sc3-7)s2)c2nsnc2c1-c1ccc(C)s1,0.21,0.51,-0.58,3.52,3.52,430
CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2c3ccc4c5sc(-c6ccc(C)s6)cc5n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c4c3ccc2c2sc(C)cc21,1.07,1.38,1.43,5.53,5.53,431
CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2c3ccc4c5sc(-c6ccc(C)[se]6)cc5n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c4c3ccc2c2sc(C)cc21,0.94,1.04,1.64,6.17,6.17,432
CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2c3sc4c5sc(-c6ccc(C)s6)cc5n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c4c3sc2c2sc(C)cc21,0.12,0.51,1.76,5.86,5.86,433
CCCCCCCCC(CCCCCC)Cn1c(=O)c2c3sc4c5sc(-c6ccc(C)s6)cc5n(CC(CCCCCC)CCCCCCCC)c(=O)c4c3sc2c2sc(C)cc21,-0.15,0.51,0.41,6.65,6.65,434
CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2c3sc4c5sc(-c6ccc(C)[se]6)cc5n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c4c3sc2c2sc(C)cc21,0.03,0.17,1.17,5.96,5.96,435
CCCCCCCCC(CCCCCC)Cn1c(=O)c2c3sc4c5sc(-c6ccc(C)[se]6)cc5n(CC(CCCCCC)CCCCCCCC)c(=O)c4c3sc2c2sc(C)cc21,-0.11,0.17,0.02,7.95,7.95,436
CCCCCCCCCCc1cc(C)sc1-c1sc(-c2sc(-c3cc4c(-c5ccc(C[C@@H](CC)CCCC)s5)cc5c(cc(-c6ccc(CC(CC)CCCC)s6)c6cc(C)sc65)c4s3)cc2CCCCCCCCCC)c2c1C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C2=O,0.98,1.09,-0.24,7.5,7.5,437
CCCCCCCCCCc1cc(-c2sc(-c3cc(CCCCCCCCCC)c(-c4cc5c(-c6ccc(C[C@@H](CC)CCCC)s6)cc6c(cc(-c7ccc(CC(CC)CCCC)s7)c7cc(C)sc76)c5s4)s3)c3c2C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O)sc1C,1.12,1.29,-0.42,3.68,3.68,438
CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2cc(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc(C)cc3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)sc2c2sc(C)cc21,-0.11,1.58,-0.35,5.4,5.4,439
CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2cc(-c3cc4sc5c(c4s3)C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)c3cc4c(cc3-5)C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)c3c-4sc4cc(C)sc34)sc2c2sc(C)cc21,-0.06,1.63,-0.15,7.17,7.17,440
CCCCCCCCc1ccc2c3ccc(CCCCCCCC)cc3c3nc4c(-c5cc6c(s5)-c5cc7c(cc5C6(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)-c5sc(C)cc5C7(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)ccc(C)c4nc3c2c1,-0.29,-0.13,0.11,3.75,3.75,441
CCCCCCCCc1ccc2c3ccc(CCCCCCCC)cc3c3nc4c(-c5cc6c(s5)-c5cc7c(cc5C6(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)-c5sc(C)cc5C7(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)c(F)c(F)c(C)c4nc3c2c1,0.53,0.17,0.48,5.13,5.13,442
CCCCCCCCc1ccc2c3ccc(CCCCCCCC)cc3c3nc4c(C)ncc(-c5cc6c(s5)-c5cc7c(cc5C6(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)-c5sc(C)cc5C7(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)c4nc3c2c1,-0.15,-0.76,0.19,3.93,3.93,443
CCCCCCCCCCCCc1cc(-c2ccc3c(c2)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)/C3=C2/C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c3cc(-c4cc(CCCCCCCCCCCC)c(-c5cc6ccc7c8ccc9cc(C)sc9c8ccc7c6s5)s4)ccc32)sc1C,0.53,-0.56,-0.38,4.46,4.46,444
CCCCCCCCCCCCc1cc(-c2ccc3c(c2)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)/C3=C2/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3cc(-c4cc(CCCCCCCCCCCC)c(-c5cc6ccc7c8ccc9cc(C)sc9c8ccc7c6s5)s4)ccc32)sc1C,0.53,-0.56,-0.5,2.26,2.26,445
CCCCCCC(CCCC)Cc1cc(-c2ccc3c(c2)N(CC(CCCC)CCCCCC)C(=O)/C3=C2/C(=O)N(CC(CCCC)CCCCCC)c3cc(-c4cc(CC(CCCC)CCCCCC)c(-c5cc6ccc7c8ccc9cc(C)sc9c8ccc7c6s5)s4)ccc32)sc1C,0.76,-0.13,0.12,5.18,5.18,446
CCCCCCCCC(CCCCCC)Cc1cc(-c2ccc3c(c2)N(CC(CCCCCC)CCCCCCCC)C(=O)/C3=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc(CC(CCCCCC)CCCCCCCC)c(-c5cc6ccc7c8ccc9cc(C)sc9c8ccc7c6s5)s4)ccc32)sc1C,0.8,-0.32,-0.44,0.94,0.94,447
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(C)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc(-c5ccc(C6=C7C(=O)N(CC(CC)CCCC)C(c8ccc(C)s8)=C7C(=O)N6CC(CC)CCCC)s5)s3)sc2-4)cc1,-0.38,-1.54,-0.27,4.2,4.2,448
CCCCCCc1cc2c(C)sc(-c3sc(-c4sc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)c5cc(CCCCCC)sc45)c4c3C(=O)N(CC(CC)CCCC)C4=O)c2s1,-3.15,-0.86,-0.41,6.48,6.48,449
CCCCCCc1cc2c(-c3sc(-c4sc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)c5sc(CCCCCC)cc45)c4c3C(=O)N(CC(CC)CCCC)C4=O)sc(C)c2s1,-3.19,-1.25,-0.49,4.37,4.37,450
CCCCCCCCC(CCCCCC)CN1C(=O)c2c(-c3sc(C)c4cc(CCCCCC)sc34)sc(-c3sc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)c4cc(CCCCCC)sc34)c2C1=O,-2.51,-0.76,-0.48,7.32,7.32,451
CCCCCCc1cc(-c2c3cc(-c4cc(F)c(C)c5nsnc45)sc3c(-c3cc(CCCCCC)c(CC(CC)CCCC)s3)c3cc(C)sc23)sc1CC(CC)CCCC,-0.61,-0.61,-0.17,3.74,3.74,452
CCCCCCc1cc(-c2c3cc(-c4c(F)cc(-c5cc6c(-c7cc(CCCCCC)c(CC(CC)CCCC)s7)c7sc(-c8cc(F)c(C)c9nsnc89)cc7c(-c7cc(CCCCCC)c(CC(CC)CCCC)s7)c6s5)c5nsnc45)sc3c(-c3cc(CCCCCC)c(CC(CC)CCCC)s3)c3cc(C)sc23)sc1CC(CC)CCCC,-0.61,-0.66,-0.11,5.67,5.67,453
CCCCCCc1cc(-c2c3cc(-c4cc(F)c(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)c5nsnc45)sc3c(-c3cc(CCCCCC)c(CC(CC)CCCC)s3)c3cc(-c4cc(F)c(C)c5nsnc45)sc23)sc1CC(CC)CCCC,-0.83,-0.76,-0.12,7.02,7.02,454
CCCCCCc1cc(-c2c3cc(-c4cc(F)c(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)c5nsnc45)sc3c(-c3cc(CCCCCC)c(CC(CC)CCCC)s3)c3cc(-c4cc(F)c(C)c5nsnc45)sc23)sc1CC(CC)CCCC,-0.83,-0.76,0.28,7.38,7.38,455
CCCCC(CC)COC(=O)c1cc2c(C)sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)c2s1,-1.33,-0.42,0.02,4.16,4.16,456
CCCCC(CC)COC(=O)c1cc2c(C)sc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2s1,-1.11,-0.66,-0.13,6.21,6.21,457
CCCCC(CC)COc1c2cc(-c3sc(C)c4cc(C(=O)C(CC)CCCC)sc34)sc2c(OCC(CC)CCCC)c2cc(C)sc12,-1.2,-0.56,-0.09,6.43,6.43,458
CCCCC(CC)Cc1ccc(-c2c3cc(-c4sc(C)c5cc(C(=O)[C@@H](CC)CCCC)sc45)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,-1.01,-0.66,-0.19,7.59,7.59,459
CCCCCCc1cc(C)sc1-c1ccc(-c2sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)cc2CCCCCC)c2nsnc12,-2.42,0.65,-0.43,1.95,1.95,460
CCCCCCOc1cc(C)sc1-c1ccc(-c2sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)cc2OCCCCCC)c2nsnc12,-0.61,-0.81,-0.48,1.28,1.28,461
CCCCCCSc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(SCCCC)c(SCCCCCC)s3)c3cc(C)sc23)cc1SCCCC,0.85,0.56,0.01,5.95,5.95,462
CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,-0.15,0.41,-0.55,6.67,6.67,463
CCCCCCSc1sc(-c2c3cc(-c4sc(C)c5c(F)c(C(=O)OCC(CC)CCCC)sc45)sc3c(-c3cc(SCCCC)c(SCCCCCC)s3)c3cc(C)sc23)cc1SCCCC,0.76,-0.42,-0.41,4.48,4.48,464
CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6cc(SCCCC)c(SCCCCCC)s6)c6sc(C)cc6c(-c6cc(SCCCC)c(SCCCCCC)s6)c5s4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1,0.62,-1.25,0.94,3.14,3.14,465
CCCCCCCCCCC(CCCCCCCC)COC(=O)c1cc2c(-c3ccc(C)s3)sc(-c3ccc(-c4cc5c(-c6ccc(SCC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(SCC(CC)CCCC)s6)c5s4)s3)c2s1,-1.47,-0.27,-0.36,6.7,6.7,466
CCCCCCCCCCC(CCCCCCCC)COC(=O)c1cc2c(-c3ccc(C)s3)sc(-c3ccc(-c4cc5c(-c6ccc(S(=O)(=O)CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(S(=O)(=O)CC(CC)CCCC)s6)c5s4)s3)c2s1,-0.47,-0.17,-0.3,1.82,1.82,467
CCCCCCCCCCC(CCCCCCCC)COC(=O)c1cc2c(-c3ccc(C)s3)sc(-c3ccc(-c4cc5c(-c6ccc(S(=O)(=O)CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(S(=O)(=O)CC(CC)CCCC)s6)c5s4)s3)c2s1,-0.79,-0.37,-0.39,6.52,6.52,468
CCCCCCCCC(CCCCCC)CCOC(=O)c1sc2c(-c3ccc(C)s3)sc(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c2c1F,-1.74,-0.22,0.28,5.45,5.45,469
CCCCCCCCC(CCCCCC)CCOC(=O)c1sc2c(-c3ccc(C)s3)sc(-c3ccc(-c4cc5c(-c6cccc(OCC(CC)CCCC)c6)c6sc(C)cc6c(-c6cccc(OCC(CC)CCCC)c6)c5s4)s3)c2c1F,-0.74,-0.08,-0.11,7.41,7.41,470
CCCCCCCCCCc1cnc(-c2c3cc(-c4sc(C)c5c4C(=O)N(CCCCCCCC)C5=O)sc3c(-c3ncc(CCCCCCCCCC)s3)c3cc(C)sc23)s1,1.44,0.46,0.14,0.27,0.27,471
CCCCCCCCCCc1cnc(-c2c3cc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7ccc(C)s7)=C6C(=O)N5CC(CC)CCCC)s4)sc3c(-c3ncc(CCCCCCCCCC)s3)c3cc(C)sc23)s1,-0.7,-1.54,-0.1,1.63,1.63,472
CCCCCCCCCCCCOC(=O)c1cc2c(C)sc(-c3cc4c(-c5ncc(CCCCCCCCCC)s5)c5sc(C)cc5c(-c5ncc(CCCCCCCCCC)s5)c4s3)c2s1,-1.11,-1.59,0.31,2.3,2.3,473
CCCCC(CC)COC(=O)c1sc2c(C)sc(-c3cc4c(-c5cc6sc(CC(CC)CCCC)cc6s5)c5sc(C)cc5c(-c5cc6sc(CC(CC)CCCC)cc6s5)c4s3)c2c1F,-0.11,-0.81,-0.2,7.39,7.39,474
CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(/C=C/c6ccc(SC[C@@H](CC)CCCC)s6)s5)c5sc(C)cc5c(-c5ccc(/C=C/c6ccc(SCC(CC)CCCC)s6)s5)c4s3)sc(C)c2c1F,-0.2,-0.91,0.23,8.13,8.13,475
CCCCCCC(CCCC)Cc1ccc2sc(-c3c4cc(-c5sc(-c6c(F)c(F)c(-c7cc(CC(CC)CCCC)c(C)s7)c7nsnc67)cc5CC(CC)CCCC)sc4c(-c4cc5cc(CC(CCCC)CCCCCC)ccc5s4)c4cc(C)sc34)cc2c1,0.62,0.12,-0.36,7.16,7.16,476
CCCCC(CC)Cc1ccc(-c2c3cc(-c4sc(-c5c(F)c(F)c(-c6cc(CC(CC)CCCC)c(C)s6)c6nsnc56)cc4CC(CC)CCCC)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,0.12,0.22,-0.44,5.32,5.32,477
CCCCCCCCOc1cc(-c2ccc(-c3c4cc(-c5ccc(-c6ccc(-c7ccc(C)s7)c7nsnc67)s5)sc4c(-c4ccc(-c5cc(OCCCCCCCC)c(OCCCCCCCC)c(OCCCCCCCC)c5)s4)c4cc(C)sc34)s2)cc(OCCCCCCCC)c1OCCCCCCCC,0.3,-0.22,0.47,6.13,6.13,478
CCCCCCCCCCCCc1ccc(-c2cc(-c3c4cc(-c5ccc(-c6nnc(-c7ccc(C)s7)nn6)s5)sc4c(-c4cc(-c5ccc(CCCCCCCCCCCC)s5)c(-c5ccc(CCCCCCCCCCCC)s5)s4)c4cc(C)sc34)sc2-c2ccc(CCCCCCCCCCCC)s2)s1,1.26,1.19,-0.21,1.08,1.08,479
CCCCCCCCCCCCc1ccc(-c2cc(-c3c4cc(-c5ccc(-c6ccc(-c7ccc(C)s7)s6)s5)sc4c(-c4cc(-c5ccc(CCCCCCCCCCCC)s5)c(-c5ccc(CCCCCCCCCCCC)s5)s4)c4cc(C)sc34)sc2-c2ccc(CCCCCCCCCCCC)s2)s1,-0.24,1.24,-0.05,3.8,3.8,480
CCCCCCCCCCCCc1ccc(-c2cc(-c3c4cc(-c5ccc(C6=C7C(=O)N(CC(CC)CCCC)C(c8ccc(C)s8)=C7C(=O)N6CC(CC)CCCC)s5)sc4c(-c4cc(-c5ccc(CCCCCCCCCCCC)s5)c(-c5ccc(CCCCCCCCCCCC)s5)s4)c4cc(C)sc34)sc2-c2ccc(CCCCCCCCCCCC)s2)s1,-0.11,-2.08,-0.15,1.09,1.09,481
CCCCCCCCCCCCc1ccc(-c2cc(-c3c4cc(-c5sc(-c6c(F)c(F)c(-c7cc(CCCCCC)c(C)s7)c7nsnc67)cc5CCCCCC)sc4c(-c4cc(-c5ccc(CCCCCCCCCCCC)s5)c(-c5ccc(CCCCCCCCCCCC)s5)s4)c4cc(C)sc34)sc2-c2ccc(CCCCCCCCCCCC)s2)s1,1.17,0.07,-0.28,2.83,2.83,482
CCCCCCC(CCCC)Cc1ccc(-c2c3cc(-c4sc(-c5c(F)c(F)c(-c6cc(CC(CC)CCCC)c(C)s6)c6nsnc56)cc4CC(CC)CCCC)sc3c(-c3ccc(CC(CCCC)CCCCCC)s3)c3cc(C)sc23)s1,0.62,0.17,-0.29,5.36,5.36,483
CCCCCCC(CCCC)Cc1ccc(-c2ccc(-c3c4cc(-c5sc(-c6c(F)c(F)c(-c7cc(CC(CC)CCCC)c(C)s7)c7nsnc67)cc5CC(CC)CCCC)sc4c(-c4ccc(-c5ccc(CC(CCCC)CCCCCC)s5)s4)c4cc(C)sc34)s2)s1,0.17,0.07,-0.3,5.11,5.11,484
CCCCCCC(CCCC)Cc1ccc(-c2ccc(-c3ccc(-c4c5cc(-c6sc(-c7c(F)c(F)c(-c8cc(CC(CC)CCCC)c(C)s8)c8nsnc78)cc6CC(CC)CCCC)sc5c(-c5ccc(-c6ccc(-c7ccc(CC(CCCC)CCCCCC)s7)s6)s5)c5cc(C)sc45)s3)s2)s1,-0.11,-0.08,0.09,6.45,6.45,485
CCCCCCC(CCCC)Cc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5c6cc(-c7sc(-c8c(F)c(F)c(-c9cc(CC(CC)CCCC)c(C)s9)c9nsnc89)cc7CC(CC)CCCC)sc6c(-c6ccc(-c7ccc(-c8ccc(-c9ccc(CC(CCCC)CCCCCC)s9)s8)s7)s6)c6cc(C)sc56)s4)s3)s2)s1,-0.15,-0.17,0.14,2.15,2.15,486
CCCCC(CC)COC(=O)c1cc2c(C)sc(-c3cc4c(C#C[Si](C(C)C)(C(C)C)C(C)C)c5sc(C)cc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)c4s3)c2s1,1.21,-0.13,-0.5,5.76,5.76,487
CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(C#C[Si](C(C)C)(C(C)C)C(C)C)c5sc(C)cc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)c4s3)sc(C)c2c1F,1.21,-0.03,-0.51,4.11,4.11,488
CCCCC(CC)C(=O)c1cc2c(C)sc(-c3cc4c(C#C[Si](C(C)C)(C(C)C)C(C)C)c5sc(C)cc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)c4s3)c2s1,1.26,-0.22,-0.35,3.16,3.16,489
CCCCC(CC)COc1c2cc(-c3sc(C)c4sc(S(=O)(=O)CC(CC)CCCC)cc34)sc2c(OCC(CC)CCCC)c2cc(C)sc12,-0.97,-0.32,-0.52,6.22,6.22,490
CCCCCCCCOc1c2cc(-c3sc(C)c4sc(C(=O)OCC(CC)CCCC)cc34)sc2c(OCCCCCCCC)c2cc(C)sc12,-1.79,-0.61,-0.48,5.1,5.1,491
CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)sc(C)c2c1F,-0.83,-0.17,0.05,7.4,7.4,492
CCCCC(CC)COC(=O)c1cc2c(C)sc(-c3sc4c(OCC(CC)CCCC)c5c(F)c(C)sc5c(OCC(CC)CCCC)c4c3F)c2s1,0.35,0.17,-0.45,3.2,3.2,493
CCCCCCC(CCCC)COC(=O)c1cc2c(C)sc(-c3sc(-c4cc5c(OCC(CCCC)CCCCCC)c6sc(C)cc6c(OCC(CCCC)CCCCCC)c5s4)c4cc(C(=O)OCC(CCCC)CCCCCC)sc34)c2s1,-1.74,-1.34,0.66,2.04,2.04,494
CCCCCCCC(=O)c1cc2c(s1)-c1c(C)sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)c1C2=O,0.48,0.95,-0.41,2.72,2.72,495
CCCCCCCC(=O)c1cc2c(s1)-c1c(C)sc(-c3cc4c(s3)-c3sc(C)cc3[Si]4(CC(CC)CCCC)CC(CC)CCCC)c1C2=O,0.35,0.02,-0.53,2.2,2.2,496
CCCCCCCCC(CCCCCCCC)n1c2cc(C)ccc2c2ccc(-c3sc(C)c4c3C(=O)c3cc(C(=O)CCCCCCC)sc3-4)cc21,2.07,2.94,-0.02,0.13,0.13,497
CCCCCCCCC1(CCCCCCCC)c2cc(C)ccc2-c2ccc(-c3sc(C)c4c3C(=O)c3cc(C(=O)CCCCCCC)sc3-4)cc21,2.66,3.29,-0.44,0.03,0.03,498
CCCCCCC(CCCC)CCc1c2cc(-c3sc(-c4ccc(-c5cc(CC(CC)CCCC)c(C)s5)c5nsnc45)cc3CC(CC)CCCC)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12,0.3,-0.08,-0.14,4.7,4.7,499
CCCCCCC(CCCC)CCc1c2cc(-c3sc(-c4c(F)c(F)c(-c5cc(CC(CC)CCCC)c(C)s5)c5nsnc45)cc3CC(CC)CCCC)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12,0.94,-0.08,-0.01,6.9,6.9,500
CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)s2)c2nsnc2c1-c1ccc(C)s1,-0.74,-0.37,-0.46,4.02,4.02,501
CCCCCCc1csc(-c2ccc(-c3cc(CCCCCC)c(/C=C/c4cc(-c5cc6c(OCC(CC)CCCC)c7sc(C)cc7c(OCC(CC)CCCC)c6s5)sc4C)s3)c3nsnc23)c1,1.03,1.53,-0.27,4.32,4.32,502
CCCCC(CC)COc1c2cc(-c3cc(/C=C/c4sc(-c5c(F)c(F)c(-c6cc(C[C@H](CC)CCCC)cs6)c6nsnc56)cc4CC(CC)CCCC)c(C)s3)sc2c(OCC(CC)CCCC)c2cc(C)sc12,0.12,0.9,-0.43,6.04,6.04,503
CCCCCCc1csc(-c2ccc(-c3cc(CCCCCC)c(/C=C/c4cc(-c5cc6c(OCC(CC)CCCC)c7sc(C)cc7c(OCC(CC)CCCC)c6s5)sc4C)s3)c3nsnc23)c1,0.48,0.99,-0.27,4.05,4.05,504
CCCCCCCCc1ccc(-c2ccc(-c3ccc(-c4ccc(N(c5ccc(C)cc5)c5ccc(-c6cc7c(OCC(CC)CCCC)c8sc(C)cc8c(OCC(CC)CCCC)c7s6)cc5)cc4)s3)c3nsnc23)s1,0.21,1.04,-0.55,3.09,3.09,505
CCCCCCCCc1ccc(-c2ccc(C3=C4C(=O)N(CC(CC)CCCC)C(c5ccc(-c6ccc(N(c7ccc(C)cc7)c7ccc(-c8cc9c(OCC(CC)CCCC)c%10sc(C)cc%10c(OCC(CC)CCCC)c9s8)cc7)cc6)s5)=C4C(=O)N3CC(CC)CCCC)s2)s1,-0.51,0.12,-0.55,2.95,2.95,506
CCCCCCCCc1ccc(-c2ccc(-c3ccc(N(c4ccc(C)cc4)c4ccc(-c5cc6c(OCC(CC)CCCC)c7sc(C)cc7c(OCC(CC)CCCC)c6s5)cc4)s3)c3nsnc23)s1,0.39,0.51,0.14,3.27,3.27,507
CCCCCCCCCCCCc1ccc(-c2c3cc(-c4ccc(-c5cc(OCCCCCCCC)c(-c6ccc(C)s6)c6nsnc56)s4)sc3c(-c3ccc(CCCCCCCCCCCC)s3)c3cc(C)sc23)s1,-0.06,-0.22,-0.35,5.5,5.5,508
CCCCCCCCCCCCc1ccc(-c2c3cc(-c4sc(-c5cc(F)c(-c6cc(CCCCCCCC)c(C)s6)c6nsnc56)cc4CCCCCCCC)sc3c(-c3ccc(CCCCCCCCCCCC)s3)c3cc(C)sc23)s1,0.35,-0.42,-0.23,6.08,6.08,509
CCCCCCC(CCCC)CCc1c2cc(-c3ccc(-c4c(F)c(F)c(-c5ccc(C)s5)c5nn(CCC(CCCC)CCCCCC)nc45)s3)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12,0.57,1.58,-0.4,3.4,3.4,510
CCCCCCC(CCCC)CCc1c2cc(-c3ccc(-c4c(F)c(F)c(-c5ccc(C)s5)c5nn(CCC(CCCC)CCCCCC)nc45)s3)sc2c(CCC(CCCC)CCCCCC)c2cc(C)sc12,0.8,1.53,-0.1,5.5,5.5,511
